,file_id,R_squared,mean_curvetrue_change_rate,mean_slope_abs,mean_triangle_area,label
51,test_16_20_09,0.8412186570272996,30.195011540127584,0.8190769655977685,7.863077762722074e-05,1
52,test_16_25_48,0.8439040413018158,22.64215758458496,0.8420027068489455,0.00030025496511003796,1
53,test_16_26_04,0.8427215790325786,28.349667005031314,0.8254113299956032,5.475764590347932e-05,1
54,test_16_26_23,0.9719563518768418,51.71002859022763,0.973778056919007,0.00023289114434947832,1
55,test_16_32_05,0.8825278380435561,25.50542113217808,2.151269587657678,3.048315805517445e-05,1
56,test_16_32_17,0.8622555932667894,25.774206836459854,2.075437378466165,3.428863687846866e-05,1
57,test_16_32_36,0.9530665303874105,27.85150394365881,1.560445758389925,3.4289178634416636e-05,1
58,test_16_32_53,0.9521995610437555,25.742383164605823,0.7959714244089245,2.869100640725109e-05,1
59,test_16_33_44,0.9132835020097981,27.78556421393689,1.6273871621298108,3.329789333907557e-05,1
60,test_16_33_56,0.936302681646732,26.403751051402892,0.9705704603574208,3.406884707287932e-05,1
61,test_16_34_07,0.9591226747213716,30.427346294593345,0.43935755283103994,3.0781525573192256e-05,1
62,test_16_34_21,0.9404337363794577,26.974675420110774,1.05406920186332,3.346193415637867e-05,1
63,test_16_34_45,0.1902238836715858,43.906907134244626,1.8091060769426794,0.00011858697954490425,1
64,test_16_34_56,0.9322397262854237,25.144336397360174,0.8530063875394774,7.908950617283931e-05,1
65,test_16_35_06,0.5684820738270799,25.734901676259984,1.4360812585772222,9.692935027484914e-05,1
66,test_16_35_24,0.7847998220168394,31.326834872900754,1.6611963419600833,5.082126674546905e-05,1
67,test_16_35_35,0.8757843741339143,42.90182827459217,3.3505200503656973,0.0001917001514092708,1
68,test_16_36_05,0.27284184690886787,41.03767171720552,1.320544377902978,6.21117244381134e-05,1
69,test_16_36_12,0.6575997462387827,32.981504793676976,0.749156509464962,5.6809413580247006e-05,1
70,test_16_36_20,0.939368287461159,28.477974175378886,0.872034147234589,8.590681116722778e-05,1
71,test_16_36_26,0.9812630638164068,21.98847341671658,1.0317590278561535,3.978290275872562e-05,1
72,test_16_36_37,0.8729561387550702,27.193804235794786,0.8018159148199483,8.561307519640835e-05,1
73,test_16_36_59,0.5046298971779936,32.748729348336646,0.9601372708272268,0.0001265166028097064,1
74,test_16_37_33,0.9559426705432718,18.382063042183294,1.3502844580934006,0.00020871913580247002,1
75,test_16_37_49,0.9481420574816826,41.207324771558284,2.0983889721389706,6.284519168291094e-05,1
76,test_16_37_56,0.984346133059835,27.003000628548037,1.3167652873002433,4.311160610295831e-05,1
77,test_16_38_03,0.5500665272848101,35.15542910765664,1.6682534237913993,4.031391623691196e-05,1
78,test_17_00_02,0.3337784141453562,21.4042148303317,0.7283563898882406,3.518840020576124e-05,1
79,test_17_00_32,0.9530784721676723,23.754990933760713,0.5990983883841021,3.077233980011753e-05,1
80,test_17_01_00,0.9475396144103747,25.425527292094422,0.9174255677987029,3.023580714552938e-05,1
81,test_17_01_08,0.9904715894996231,15.84943611964424,0.5250899996175961,2.8833658219622805e-05,1
82,test_17_01_15,0.8157371333627211,33.99055577908786,0.8712100519174741,3.827636140706928e-05,1
83,test_17_01_41,0.9878992924242138,16.63159635637592,0.8172197996973679,3.337523946360166e-05,1
84,test_17_01_49,0.9788007015470572,22.798474749603045,0.8030742625506401,3.154502541757444e-05,1
85,test_17_02_57,0.9069346001089524,39.31477625192713,0.902688931398326,3.511090381426203e-05,1
86,test_17_03_05,0.9818005382003545,31.480874776542684,0.9990948739236434,4.192922668038424e-05,1
87,test_17_03_38,0.6567328522766357,24.590462914757254,0.5286434433299764,2.8333934583934715e-05,1
88,test_17_05_12,0.4862056784126131,16.837490309254775,0.949564759769381,7.759890572390649e-05,1
89,test_17_05_28,0.801680069156735,38.21672158362581,0.9086496950570716,7.581442477275819e-05,1
90,test_17_05_39,0.8836899872287003,31.22878034768465,1.3610088266975031,4.7687715037441894e-05,1
91,test_17_06_13,0.7349260242038754,37.97206386521288,0.6755674170758877,4.86991011479314e-05,1
92,test_17_06_20,0.42777451287508594,31.183368479916567,0.4235604265016036,3.738192106247676e-05,1
93,test_17_06_26,0.6672722757820949,26.267071117073908,0.5428926609803987,3.195519631653527e-05,1
94,test_17_07_17,0.816211408077088,30.00549991764258,1.1779081355228922,6.348861882716039e-05,1
95,test_17_07_33,0.9547268092017811,14.939876612565401,0.8750402894491155,6.631944444444434e-05,1
96,test_17_07_54,0.9098511350961899,30.706178216666306,0.8351193200636507,4.00453195811844e-05,1
